description,vendor_name,created_at,invoice_date,due_date,payment_date,amount,settled,outstanding
,Ryan Kelly,26/02/2015 11:32,26/02/2015 00:00,12/3/15 0:00,9/3/15 10:41,475.98,475.98,0
,Tiffany Clark MD,19/02/2014 09:56,19/02/2014 00:00,21/03/2014 00:00,9/5/14 10:12,475.98,475.98,0
,Jim Scott,3/5/17 1:26,3/5/17 0:00,10/5/17 0:00,11/5/17 0:13,476.94,476.94,0
,Paige Garcia,3/7/13 4:52,28/06/2013 00:00,12/7/13 0:00,29/07/2013 08:35,477.18,477.18,0
,David Johnson,7/11/13 7:41,1/11/13 0:00,15/11/2013 00:00,20/12/2013 10:12,477.54,477.54,0
,Tammy Adkins,13/08/2015 11:54,10/8/15 0:00,7/9/15 0:00,28/09/2015 19:59,477.75,477.75,0
,Vicki Ortiz,4/7/16 9:02,30/06/2016 00:00,30/07/2016 00:00,22/08/2016 12:16,478.54,478.54,0
,Randy Mccann,3/7/14 12:02,10/6/14 0:00,10/7/14 0:00,18/07/2014 15:43,479.98,479.98,0
,Christine Mason,22/04/2012 21:17,22/04/2012 00:00,22/05/2012 00:00,18/07/2012 19:33,480.48,480.48,0
,Julie Martin,10/7/14 15:40,14/05/2014 00:00,13/06/2014 00:00,18/07/2014 15:18,480.78,480.78,0
,Curtis Mcmahon,5/4/16 10:24,5/4/16 0:00,5/5/16 0:00,20/05/2016 13:28,480.81,480.81,0
,Christian Ellis,8/4/12 22:43,10/4/12 0:00,17/04/2012 00:00,19/04/2012 15:31,481.21,359.44,121.77
,Clarence Hall,20/10/2016 13:37,20/10/2016 00:00,19/11/2016 00:00,19/01/2017 17:12,481.68,481.68,0
,Edward Carpenter,7/10/12 14:30,7/10/12 0:00,14/10/2012 00:00,17/10/2012 14:27,481.68,481.68,0
,Angela Russell,6/3/17 21:20,7/3/17 0:00,6/4/17 0:00,2/6/17 9:00,481.98,481.98,0
,Anne Johnson,7/5/14 9:45,1/4/14 0:00,1/5/14 0:00,9/5/14 14:44,481.98,81.98,400
,Brian Edwards,13/10/2016 12:25,10/10/16 0:00,9/11/16 0:00,17/11/2016 15:10,481.98,481.98,0
,Charles Clark,23/03/2015 00:53,23/03/2015 00:00,6/4/15 0:00,6/6/15 11:29,481.98,481.98,0
,Charles Reeves,28/05/2015 08:48,28/05/2015 00:00,27/06/2015 00:00,26/07/2015 07:33,481.98,481.98,0
,Christopher Smith,7/3/17 2:53,7/3/17 0:00,6/4/17 0:00,8/5/17 9:53,481.98,181.98,300
,Derek Hogan,9/6/15 11:23,13/04/2015 00:00,13/05/2015 00:00,23/06/2015 12:29,481.98,481.98,0
,Derek Hogan,18/12/2014 13:43,18/12/2014 00:00,17/01/2015 00:00,10/2/15 11:51,481.98,481.98,0
,Diane Higgins,4/4/16 12:12,22/03/2016 00:00,19/04/2016 00:00,6/5/16 10:04,481.98,481.98,0
,Gregory Tapia,27/01/2017 12:55,27/01/2017 00:00,10/2/17 0:00,17/03/2017 13:40,481.98,431.98,50
,Gregory Tapia,25/11/2016 11:18,25/11/2016 00:00,9/12/16 0:00,10/1/17 12:08,481.98,81.98,400
,Jasmine Burton,29/12/2015 20:56,29/12/2015 00:00,28/01/2016 00:00,17/02/2016 16:48,481.98,481.98,0
,Jennifer Jackson,23/05/2017 07:50,23/05/2017 00:00,22/06/2017 00:00,19/06/2017 10:49,481.98,481.98,0
,Jose Perez,7/5/14 11:24,1/4/14 0:00,1/5/14 0:00,14/05/2014 11:31,481.98,81.98,400
,Jose Perez,7/5/14 11:24,1/4/14 0:00,1/5/14 0:00,17/06/2014 16:19,481.98,51.98,430
,Kyle Massey,7/5/14 15:37,7/5/14 0:00,6/6/14 0:00,19/05/2014 10:22,481.98,481.98,0
,Marcia Huang,24/08/2015 06:34,3/8/15 0:00,2/9/15 0:00,24/08/2015 06:37,481.98,481.98,0
,Marcia Huang,2/4/16 23:53,3/4/16 0:00,3/5/16 0:00,18/04/2016 07:53,481.98,481.98,0
,Marcia Huang,3/1/16 0:53,3/1/16 0:00,2/2/16 0:00,8/1/16 14:54,481.98,481.98,0
,Marcia Huang,2/5/16 23:53,3/5/16 0:00,2/6/16 0:00,5/5/16 8:53,481.98,481.98,0
,Marcia Huang,3/2/17 0:53,3/2/17 0:00,5/3/17 0:00,20/02/2017 12:53,481.98,481.98,0
,Matthew Mitchell,14/04/2014 09:00,14/04/2014 00:00,28/04/2014 00:00,7/5/14 14:13,481.98,481.98,0
,Matthew Wright,19/06/2017 10:24,19/06/2017 00:00,19/07/2017 00:00,28/06/2017 13:51,481.98,401.98,80
,Michael Baker,21/01/2016 14:54,21/01/2016 00:00,20/02/2016 00:00,28/01/2016 17:33,481.98,481.98,0
,Mr. Robert Young,30/09/2015 13:45,30/09/2015 00:00,14/10/2015 00:00,29/10/2015 13:54,481.98,481.98,0
,Ms. Rebecca Drake MD,8/9/16 10:25,8/9/16 0:00,8/10/16 0:00,14/10/2016 09:08,481.98,481.98,0
,Ms. Rebecca Drake MD,22/06/2016 11:20,22/06/2016 00:00,22/07/2016 00:00,12/7/16 10:20,481.98,481.98,0
,Ms. Rebecca Drake MD,15/05/2017 11:02,15/05/2017 00:00,14/06/2017 00:00,5/6/17 10:30,481.98,481.98,0
,Ms. Rebecca Drake MD,11/9/17 11:58,11/9/17 0:00,11/10/17 0:00,27/09/2017 09:17,481.98,481.98,0
,Sandra Vargas,18/12/2014 14:29,18/12/2014 00:00,17/01/2015 00:00,23/12/2014 12:49,481.98,481.98,0
,Steven Blackwell,2/9/16 14:47,2/9/16 0:00,9/9/16 0:00,30/09/2016 08:43,481.98,481.98,0
,Walter Simmons,4/9/14 18:20,4/9/14 0:00,4/10/14 0:00,10/9/14 22:22,481.98,481.98,0
,Rodney Campbell,19/09/2014 08:28,19/09/2014 00:00,19/10/2014 00:00,28/11/2014 09:20,482.45,366.37,116.08
,Dan Young,25/09/2017 02:48,24/09/2017 00:00,30/09/2017 00:00,21/10/2017 08:00,482.77,31.98,450.79
,Jason Sanchez,8/7/15 11:35,3/7/15 0:00,17/07/2015 00:00,10/8/15 20:26,483.05,483.05,0
,Heidi Mcpherson,11/7/14 7:27,14/05/2014 00:00,13/06/2014 00:00,18/07/2014 14:30,483.18,483.18,0
,Taylor Lawson,17/05/2016 21:12,17/05/2016 00:00,18/05/2016 00:00,18/05/2016 15:55,484.08,484.08,0
,Daniel Williams,1/4/14 10:21,28/03/2014 00:00,11/4/14 0:00,27/05/2014 13:39,484.38,484.38,0
,Diana Parker,30/11/2015 12:14,30/11/2015 00:00,7/12/15 0:00,31/12/2015 11:15,485.18,485.18,0
,Ms. Rebecca Drake MD,9/9/15 11:26,9/9/15 0:00,9/10/15 0:00,14/09/2015 10:17,485.74,485.74,0
,Meredith Craig,7/8/14 16:18,31/07/2014 00:00,30/08/2014 00:00,16/10/2014 13:59,486.29,486.29,0
,Evelyn Dunn,8/1/15 12:06,31/12/2014 00:00,30/01/2015 00:00,8/1/15 15:42,486.98,486.98,0
,Heather Garcia,19/05/2015 10:17,30/04/2015 00:00,30/05/2015 00:00,19/05/2015 11:04,486.98,486.98,0
,Jon Newton,19/05/2015 10:16,30/04/2015 00:00,30/05/2015 00:00,19/05/2015 11:42,486.98,481.98,5
,Miguel Gray,26/03/2015 15:48,28/02/2015 00:00,30/03/2015 00:00,26/03/2015 16:14,486.98,486.98,0
,Phillip Cardenas,30/11/2015 14:41,30/09/2015 00:00,30/10/2015 00:00,14/01/2016 13:17,486.98,486.98,0
,Sheila Wall,26/03/2015 15:46,28/02/2015 00:00,30/03/2015 00:00,26/03/2015 16:07,486.98,486.98,0
,Stacy Clark,26/11/2014 13:00,31/10/2014 00:00,30/11/2014 00:00,26/11/2014 13:04,486.98,486.98,0
,Stephen Wallace,20/09/2017 09:47,30/06/2017 00:00,30/07/2017 00:00,27/09/2017 13:47,486.98,486.98,0
,Tim Johnston,20/09/2017 09:48,30/06/2017 00:00,30/07/2017 00:00,26/09/2017 14:06,486.98,486.98,0
,Ms. Rebecca Drake MD,15/09/2016 11:35,15/09/2016 00:00,15/10/2016 00:00,23/09/2016 10:09,487.38,487.38,0
,Keith Navarro,28/08/2016 15:41,17/08/2016 00:00,16/09/2016 00:00,29/09/2016 19:52,487.48,487.48,0
,Nancy Mitchell,8/6/14 21:39,10/6/14 0:00,17/06/2014 00:00,18/06/2014 08:18,487.88,487.88,0
,Christina Goodwin,3/12/15 11:28,1/12/15 0:00,31/12/2015 00:00,8/2/16 10:27,487.98,487.98,0
,Christina Goodwin,17/11/2015 09:44,10/11/15 0:00,10/12/15 0:00,4/1/16 13:30,487.98,433.98,54
,Nathaniel Pham,7/1/15 10:32,31/01/2015 00:00,2/3/15 0:00,14/05/2015 03:38,488.34,488.34,0
,Eduardo Horn,30/09/2014 12:59,30/09/2014 00:00,30/10/2014 00:00,9/10/14 10:18,489.18,489.18,0
,Christopher Harrington,22/11/2016 19:55,22/11/2016 00:00,20/12/2016 00:00,3/1/17 13:59,490.91,490.91,0
,Mary Johnson,6/5/14 14:55,16/04/2014 00:00,30/04/2014 00:00,6/5/14 14:56,492.45,492.45,0
,Veronica Brown,6/10/14 20:32,26/09/2014 00:00,10/10/14 0:00,5/1/15 19:57,492.6,492.6,0
,Barry Miller,21/11/2014 10:45,19/11/2014 00:00,19/12/2014 00:00,23/01/2015 11:49,493.18,493.18,0
,Ms. Rebecca Drake MD,16/03/2015 11:28,16/03/2015 00:00,15/04/2015 00:00,23/03/2015 12:32,493.98,493.98,0
,Vicki Ortiz,4/7/17 11:35,30/06/2017 00:00,30/07/2017 00:00,1/8/17 15:48,493.98,493.98,0
,William Price,8/5/14 20:52,8/5/14 0:00,7/6/14 0:00,12/5/14 23:52,494.4,494.4,0
,Michael Collins,29/09/2014 13:19,1/10/14 0:00,30/11/2014 00:00,2/12/14 10:39,494.58,494.58,0
,Jesus Green,7/6/17 11:20,7/6/17 0:00,14/06/2017 00:00,27/06/2017 09:12,495.73,495.73,0
,Rodney Campbell,15/06/2015 09:27,15/06/2015 00:00,15/07/2015 00:00,11/9/15 11:59,496.45,131.52,364.93
,Lauren Harrison,22/03/2016 15:05,22/03/2016 00:00,21/05/2016 00:00,31/05/2016 15:14,496.98,496.98,0
,Taylor Jones,28/11/2013 17:11,25/11/2013 00:00,25/12/2013 00:00,10/12/13 8:33,496.98,496.98,0
,Paige Garcia,27/03/2013 14:31,27/03/2013 00:00,29/03/2013 00:00,4/5/13 20:27,497.56,497.56,0
,Jason Sanchez,2/9/15 7:09,21/08/2015 00:00,4/9/15 0:00,18/09/2015 15:04,498.18,498.18,0
,Ashley Bradford,3/2/16 12:00,29/01/2016 00:00,5/2/16 0:00,19/02/2016 13:32,498.42,498.42,0
,Kimberly Harris,24/06/2015 16:14,9/6/15 0:00,9/7/15 0:00,26/06/2015 18:58,498.92,498.92,0
,Diane Higgins,27/06/2016 15:52,13/06/2016 00:00,11/7/16 0:00,7/7/16 13:56,499.02,499.02,0
,Kristin Olson,2/8/15 19:31,31/07/2015 00:00,30/08/2015 00:00,31/10/2015 13:56,499.42,499.42,0
,Barbara Montgomery,18/02/2015 23:31,18/02/2015 00:00,25/02/2015 00:00,13/03/2015 16:28,499.98,499.98,0
,Richard Phelps,5/1/16 0:37,6/1/16 0:00,13/01/2016 00:00,4/2/16 12:08,499.98,499.98,0
,Vicki Ortiz,26/07/2016 13:45,26/07/2016 00:00,25/08/2016 00:00,31/10/2016 11:09,499.98,499.98,0
,Jasmine Miller,17/05/2016 09:42,17/05/2016 00:00,16/06/2016 00:00,28/06/2016 17:19,500.42,500.42,0
,William Jackson,6/7/17 10:14,6/7/17 0:00,5/8/17 0:00,24/08/2017 15:09,500.51,500.51,0
,Paige Garcia,25/07/2013 09:30,19/07/2013 00:00,2/8/13 0:00,22/08/2013 09:00,500.76,500.76,0
,Kristin Olson,30/06/2016 09:42,30/06/2016 00:00,30/07/2016 00:00,24/08/2016 10:49,500.86,500.86,0
,Anthony Russell,5/3/15 10:00,17/02/2015 00:00,24/02/2015 00:00,5/3/15 10:00,500.98,500.98,0
,Norma Jones,19/05/2017 12:03,19/05/2017 00:00,2/6/17 0:00,20/06/2017 10:59,501.18,501.18,0
,Tara Cobb,13/02/2016 17:54,13/02/2016 00:00,20/02/2016 00:00,21/02/2016 17:17,501.56,501.56,0
,Ms. Rebecca Drake MD,29/12/2014 16:18,29/12/2014 00:00,28/01/2015 00:00,7/1/15 13:52,501.98,501.98,0
,Philip Curry,28/05/2014 12:13,28/05/2014 00:00,27/06/2014 00:00,2/7/14 14:23,501.98,51.98,450
,Thomas Dominguez,4/5/15 10:16,26/04/2015 00:00,1/5/15 0:00,28/05/2015 13:45,501.98,501.98,0
,David Reed,30/03/2017 08:25,30/03/2017 00:00,6/4/17 0:00,4/7/17 11:26,502.01,502.01,0
,Samantha Campbell,28/02/2012 20:32,18/02/2012 00:00,19/03/2012 00:00,13/04/2012 12:49,502.34,502.34,0
,Bruce Clements,2/6/15 13:10,2/6/15 0:00,16/06/2015 00:00,15/06/2015 07:45,502.38,502.38,0
,Shelley Park,28/05/2015 09:18,1/6/15 0:00,31/07/2015 00:00,11/8/15 10:59,503.1,503.1,0
,Vicki Ortiz,28/02/2017 13:32,28/02/2017 00:00,30/03/2017 00:00,27/04/2017 10:18,503.58,503.58,0
,Ruth Taylor,17/12/2015 13:03,17/12/2015 00:00,16/01/2016 00:00,18/03/2016 14:47,503.82,503.82,0
,Jennifer Lopez,2/12/15 11:50,2/12/15 0:00,16/12/2015 00:00,15/01/2016 13:05,504.78,504.78,0
,Rodney Campbell,6/2/15 10:09,6/2/15 0:00,8/3/15 0:00,30/04/2015 12:45,505.07,428.45,76.62
,Vicki Ortiz,14/12/2015 14:59,14/12/2015 00:00,13/01/2016 00:00,11/1/16 12:18,505.38,54.78,450.6
,Michael Hammond,29/08/2014 08:18,29/08/2014 00:00,28/09/2014 00:00,12/9/14 6:17,505.5,505.5,0
,Brittany James,20/01/2016 15:34,20/01/2016 00:00,19/02/2016 00:00,1/3/16 12:58,505.69,505.69,0
,Christopher Smith,11/9/17 0:53,11/9/17 0:00,25/09/2017 00:00,1/11/17 12:53,505.98,139.98,366
,Frank Webb,17/03/2016 14:38,19/01/2016 00:00,18/02/2016 00:00,5/4/16 12:42,505.98,505.98,0
,Gregory Taylor,29/10/2013 11:51,1/10/13 0:00,31/10/2013 00:00,21/11/2013 10:24,505.98,505.98,0
,Heather Mullins,18/12/2013 12:16,18/12/2013 00:00,6/1/14 0:00,10/1/14 10:11,505.98,505.98,0
,Jeffrey Arellano,15/05/2014 14:55,15/05/2014 00:00,29/05/2014 00:00,8/7/14 14:34,505.98,505.98,0
,Kevin Hodges,25/05/2016 11:55,26/05/2016 00:00,30/06/2016 00:00,5/7/16 6:39,505.98,505.98,0
,Jennifer Lin,23/06/2017 12:11,23/06/2017 00:00,31/07/2017 00:00,31/07/2017 09:17,506.58,506.58,0
,David Reed,14/06/2017 11:28,20/06/2017 00:00,27/06/2017 00:00,27/06/2017 11:29,507.43,507.43,0
,Kathryn Cabrera,16/05/2017 08:02,16/05/2017 00:00,23/05/2017 00:00,5/6/17 10:24,507.66,507.66,0
,Sherry Lyons,10/12/14 14:27,10/12/14 0:00,9/1/15 0:00,26/02/2015 12:43,508.62,508.62,0
,Brian Rodriguez,30/08/2017 21:37,30/08/2017 00:00,31/08/2017 00:00,4/9/17 0:40,508.89,508.89,0
,Gloria Perkins,30/01/2017 11:21,27/01/2017 00:00,26/02/2017 00:00,1/3/17 11:39,509.39,509.39,0
,Daniel Stokes,30/03/2015 09:12,1/4/15 0:00,1/5/15 0:00,27/04/2015 11:04,509.58,509.58,0
,Stephen Carr,7/5/14 16:38,1/4/14 0:00,1/5/14 0:00,9/5/14 15:01,510.98,91.98,419
,Kristin Olson,7/10/15 9:45,30/09/2015 00:00,30/10/2015 00:00,31/10/2015 13:56,511.7,511.7,0
,Jo Thomas,23/03/2015 13:18,23/03/2015 00:00,6/4/15 0:00,27/06/2015 20:30,511.98,511.98,0
,Kevin Haynes,15/05/2014 12:55,15/05/2014 00:00,31/05/2014 00:00,4/6/14 11:27,511.98,511.98,0
,Ms. Rebecca Drake MD,15/09/2015 12:57,15/09/2015 00:00,15/10/2015 00:00,25/09/2015 10:41,511.98,511.98,0
,Tiffany Shaffer,2/7/14 9:59,2/7/14 0:00,16/07/2014 00:00,23/07/2014 16:20,511.98,511.98,0
,Erin Edwards,2/3/15 17:01,2/3/15 0:00,16/03/2015 00:00,30/03/2015 12:57,513.18,513.18,0
,Thomas Dominguez,31/07/2016 14:14,29/07/2016 00:00,3/8/16 0:00,19/08/2016 10:47,513.18,513.18,0
,Dr. Edward Stone,19/02/2014 13:41,19/02/2014 00:00,26/02/2014 00:00,1/4/14 8:44,513.73,513.73,0
,Jessica Bauer,17/05/2016 08:57,17/05/2016 00:00,24/05/2016 00:00,10/8/16 13:59,514.38,514.38,0
,Vicki Ortiz,6/3/17 15:23,28/02/2017 00:00,30/03/2017 00:00,30/03/2017 10:06,514.46,514.45,0.01
,Vicki Ortiz,26/01/2017 11:52,26/01/2017 00:00,25/02/2017 00:00,13/03/2017 11:16,514.5,514.49,0.01
,Brian Rodriguez,3/8/17 21:09,3/8/17 0:00,4/8/17 0:00,6/8/17 11:02,515.27,515.27,0
,Kaitlyn Cruz,19/12/2016 11:29,9/12/16 0:00,23/12/2016 00:00,9/3/17 12:42,515.58,515.58,0
,Stephanie Fritz,3/11/15 10:05,3/11/15 0:00,3/12/15 0:00,3/12/15 9:35,515.9,515.9,0
,Diane Higgins,20/06/2016 09:27,9/6/16 0:00,7/7/16 0:00,7/7/16 13:56,517.98,517.98,0
,Diane Higgins,14/10/2015 09:51,9/10/15 0:00,6/11/15 0:00,13/11/2015 11:03,517.98,517.98,0
,Theresa Allen,29/03/2016 15:53,29/03/2016 00:00,28/04/2016 00:00,31/05/2016 11:19,517.98,517.98,0
,Steven Hernandez,3/12/15 14:37,3/12/15 0:00,2/1/16 0:00,7/1/16 16:48,518.12,518.12,0
,Clarence Hall,12/7/17 14:08,12/7/17 0:00,11/8/17 0:00,21/09/2017 20:31,518.58,518.58,0
,Eric Avila,8/10/13 11:26,8/10/13 0:00,7/11/13 0:00,29/10/2013 20:01,520.38,520.38,0
,Tiffany Stone,27/03/2017 11:40,27/03/2017 00:00,26/04/2017 00:00,10/4/17 16:08,520.54,520.54,0
,Robin Fisher,2/7/14 15:54,10/5/14 0:00,9/6/14 0:00,28/07/2014 09:39,520.98,520.98,0
,Ms. Rebecca Drake MD,1/10/14 13:24,1/10/14 0:00,31/10/2014 00:00,6/10/14 8:50,521.98,521.98,0
,Thomas Dominguez,19/03/2017 13:53,17/03/2017 00:00,22/03/2017 00:00,11/4/17 7:54,521.98,521.98,0
,Tyler Roberts,29/09/2015 12:47,29/09/2015 00:00,29/10/2015 00:00,5/10/15 9:13,521.98,521.98,0
,Tyler Roberts,2/9/15 14:46,2/9/15 0:00,2/10/15 0:00,30/09/2015 11:53,521.98,521.98,0
,Tyler Roberts,9/9/15 7:57,9/9/15 0:00,9/10/15 0:00,30/09/2015 11:55,521.98,521.98,0
,Christina Goodwin,11/8/14 12:34,31/07/2014 00:00,30/08/2014 00:00,1/9/14 16:56,523.98,523.98,0
,Katelyn Riley,8/7/15 21:23,8/7/15 0:00,22/07/2015 00:00,13/07/2015 11:18,523.98,523.98,0
,Cody Graham,12/6/14 13:00,8/5/14 0:00,7/6/14 0:00,16/07/2014 11:21,524.73,316.48,208.25
,Nicholas Phillips,18/02/2014 13:54,18/02/2014 00:00,25/02/2014 00:00,3/3/14 22:03,525.94,263.96,261.98
,Joshua Guerrero,31/07/2014 17:09,31/07/2014 00:00,30/08/2014 00:00,18/09/2014 18:46,526.56,526.56,0
,Jessica White,12/3/14 14:48,16/12/2013 00:00,30/01/2014 00:00,12/3/14 17:17,526.98,526.98,0
,David Johnson,29/11/2013 10:24,22/11/2013 00:00,6/12/13 0:00,15/01/2014 16:24,527.94,527.94,0
,David Johnson,27/03/2013 16:06,27/03/2013 00:00,29/03/2013 00:00,4/5/13 20:21,528.25,528.25,0
,Michael Curry,26/01/2016 12:01,22/01/2016 00:00,5/2/16 0:00,12/2/16 10:35,529.02,529.02,0
,Ana Proctor,29/03/2017 08:43,29/03/2017 00:00,28/04/2017 00:00,10/4/17 20:40,529.98,529.98,0
,Angela Frost,10/10/17 17:18,10/10/17 0:00,9/11/17 0:00,18/10/2017 21:54,529.98,529.98,0
,Diane Higgins,6/8/15 11:37,31/07/2015 00:00,28/08/2015 00:00,7/9/15 19:53,529.98,529.98,0
,Diane Higgins,1/7/15 11:06,24/06/2015 00:00,22/07/2015 00:00,12/8/15 15:29,529.98,529.98,0
,Jessica Foster,27/09/2017 19:51,27/09/2017 00:00,27/10/2017 00:00,29/09/2017 15:25,529.98,529.98,0
,Steven Gardner,13/06/2017 13:45,13/06/2017 00:00,13/07/2017 00:00,1/8/17 9:05,529.98,529.98,0
,Vicki Ortiz,29/04/2016 12:12,29/04/2016 00:00,29/05/2016 00:00,15/06/2016 11:14,530.42,530.42,0
,Barry Miller,10/8/15 8:42,5/8/15 0:00,4/9/15 0:00,18/09/2015 13:39,532.16,2.36,529.8
,Vicki Ortiz,29/01/2015 12:19,29/01/2015 00:00,28/02/2015 00:00,10/4/15 12:50,532.18,532.18,0
,Wendy Walker,2/9/14 21:14,2/9/14 0:00,9/9/14 0:00,9/9/14 15:03,532.43,532.43,0
,Stephen Ortega,28/01/2015 13:11,28/01/2015 00:00,27/02/2015 00:00,27/02/2015 15:02,532.98,532.98,0
,Michael Soto,14/07/2016 12:19,8/7/16 0:00,22/07/2016 00:00,29/07/2016 09:49,533.87,533.87,0
,Roy Dean,23/11/2015 13:09,10/11/15 0:00,10/12/15 0:00,24/11/2015 20:02,534.49,534.49,0
,Lisa Hartman,2/1/15 12:58,2/1/15 0:00,1/2/15 0:00,9/2/15 12:13,534.78,46.38,488.4
,Michael Williams,2/1/15 11:05,2/1/15 0:00,1/2/15 0:00,19/03/2015 12:02,534.78,46.38,488.4
,Seth Arias,31/12/2014 13:29,1/1/15 0:00,31/01/2015 00:00,17/04/2015 10:18,534.78,46.38,488.4
,Stephen Huff,2/1/15 12:49,2/1/15 0:00,1/2/15 0:00,23/02/2015 13:30,534.78,46.38,488.4
,Natalie Miller,2/12/15 8:36,25/11/2015 00:00,25/12/2015 00:00,18/01/2016 14:26,534.98,534.98,0
,Patricia Gutierrez,19/11/2013 15:55,19/11/2013 00:00,19/12/2013 00:00,7/1/14 13:07,535.98,535.98,0
,Patricia Gutierrez,17/12/2013 15:25,17/12/2013 00:00,16/01/2014 00:00,6/3/14 11:00,535.98,535.98,0
,Timothy Ingram,6/4/16 10:16,22/03/2016 00:00,21/04/2016 00:00,6/4/16 14:06,536.44,536.44,0
,Abigail Moore,7/5/14 11:27,1/4/14 0:00,1/5/14 0:00,17/06/2014 16:30,536.98,140.32,396.66
,Brittany Torres,25/11/2015 11:29,25/11/2015 00:00,25/12/2015 00:00,20/01/2016 11:45,537.18,537.18,0
,Robert Navarro,9/7/14 17:48,9/7/14 0:00,24/07/2014 00:00,2/8/14 9:57,537.18,537.18,0
,Michele Brewer,22/05/2015 17:40,21/05/2015 00:00,20/06/2015 00:00,17/07/2015 10:01,537.98,537.98,0
,Bobby Taylor,18/12/2014 09:43,18/12/2014 00:00,31/01/2015 00:00,13/02/2015 10:22,538.14,538.14,0
,Christina Baird,1/1/17 19:41,1/1/17 0:00,2/1/17 0:00,8/2/17 19:52,538.29,536.98,1.31
,Mark Salinas,29/01/2016 11:46,1/2/16 0:00,31/03/2016 00:00,16/05/2016 08:24,539.1,539.1,0
,Brent Cruz,4/4/13 9:04,4/4/13 0:00,4/5/13 0:00,23/07/2013 16:07,539.75,539.75,0
,Richard Waters,22/09/2016 10:18,24/08/2016 00:00,23/09/2016 00:00,29/09/2016 20:15,539.81,539.81,0
,Debra Reid,28/10/2015 09:22,28/10/2015 00:00,27/11/2015 00:00,22/12/2015 12:43,540.18,540.18,0
,Lisa Morrison,20/08/2016 10:54,3/6/16 0:00,3/7/16 0:00,1/9/16 8:44,541.32,541.32,0
,Marissa Peterson,3/11/16 14:48,31/10/2016 00:00,14/11/2016 00:00,18/11/2016 12:10,541.5,541.5,0
,Juan Jordan,8/6/17 9:36,6/6/17 0:00,4/7/17 0:00,20/07/2017 13:07,541.69,541.69,0
,Brian Burke,3/1/14 19:56,3/1/14 0:00,2/2/14 0:00,5/3/14 17:37,541.97,541.97,0
,Alexis Anderson,3/4/16 23:27,3/4/16 0:00,8/4/16 0:00,15/04/2016 22:41,541.98,541.98,0
,Ana Proctor,17/07/2014 05:14,17/07/2014 00:00,16/08/2014 00:00,13/09/2014 07:41,541.98,541.98,0
,Danielle Levy,14/07/2017 14:27,14/07/2017 00:00,13/08/2017 00:00,8/9/17 15:36,541.98,541.98,0
,Gregory Tate,23/02/2016 13:56,10/2/16 0:00,11/3/16 0:00,17/03/2016 12:05,541.98,541.98,0
,Jacqueline Anderson,16/10/2014 17:22,16/10/2014 00:00,15/11/2014 00:00,28/11/2014 13:42,541.98,541.98,0
,Jordan Collins,25/07/2017 19:09,25/07/2017 00:00,24/08/2017 00:00,4/8/17 10:29,541.98,541.98,0
,Linda Johnson,2/12/14 17:32,2/12/14 0:00,1/1/15 0:00,14/12/2014 11:07,541.98,541.98,0
,Lisa Frazier,11/2/16 13:46,11/2/16 0:00,12/3/16 0:00,23/02/2016 11:21,541.98,541.98,0
,Michael Harris,27/09/2016 10:18,27/09/2016 00:00,11/10/16 0:00,29/11/2016 10:50,541.98,541.98,0
,Michael Montes,23/06/2015 08:03,23/06/2015 00:00,30/06/2015 00:00,9/7/15 8:47,541.98,541.98,0
,Ms. Rebecca Drake MD,13/08/2014 12:27,13/08/2014 00:00,12/9/14 0:00,19/08/2014 09:50,541.98,541.98,0
,Ms. Rebecca Drake MD,2/6/16 13:20,2/6/16 0:00,2/7/16 0:00,17/06/2016 10:16,541.98,541.98,0
,Ms. Rebecca Drake MD,26/07/2016 13:16,26/07/2016 00:00,25/08/2016 00:00,29/07/2016 10:34,541.98,541.98,0
,Ms. Rebecca Drake MD,11/5/15 11:16,11/5/15 0:00,10/6/15 0:00,14/05/2015 09:06,541.98,541.98,0
,Ms. Rebecca Drake MD,8/9/14 11:00,8/9/14 0:00,8/10/14 0:00,12/9/14 8:11,541.98,541.98,0
,Rachael Morris,8/1/16 14:05,8/1/16 0:00,12/1/16 0:00,12/1/16 11:02,541.98,541.98,0
,Ralph Garcia,11/2/16 14:06,11/2/16 0:00,12/3/16 0:00,17/03/2016 12:02,541.98,541.98,0
,Richard Stewart,31/10/2014 15:58,30/10/2014 00:00,13/11/2014 00:00,7/12/14 11:16,541.98,541.98,0
,Ronald Anderson,1/9/14 19:45,1/9/14 0:00,15/09/2014 00:00,13/10/2014 15:04,541.98,541.98,0
,Stephanie Frazier,26/10/2015 01:53,26/10/2015 00:00,9/11/15 0:00,26/11/2015 07:53,541.98,541.98,0
,Zachary Garcia,5/1/15 12:40,5/1/15 0:00,19/01/2015 00:00,27/01/2015 11:44,541.98,541.98,0
,Vicki Ortiz,21/04/2017 08:27,21/04/2017 00:00,21/05/2017 00:00,7/6/17 15:25,542.38,542.38,0
,Timothy Holmes,22/09/2015 11:46,18/09/2015 00:00,2/10/15 0:00,27/11/2015 13:53,542.52,542.52,0
,John Thomas,14/12/2016 15:25,14/12/2016 00:00,21/12/2016 00:00,15/02/2017 09:30,543.04,543.04,0
,Glen Gomez,7/3/17 10:10,7/3/17 0:00,30/04/2017 00:00,22/05/2017 08:27,543.78,543.78,0
